"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Slpi",69.2646861388141,4.15044277446172,0.682218440486897,6.08374463097122,1.17407555085661e-09,9.66822962975451e-08
"St3gal1",4553.92104428813,1.45990513313089,0.240424991341727,6.07218544538016,1.26181095200398e-09,1.03354398137815e-07
"Gm5431",151.813822067405,4.36027412789074,0.718792648243799,6.06610840907186,1.31046692326431e-09,1.0677185265263e-07
"Ifngr2",2802.93337148521,0.765758470877265,0.126583852552235,6.0494166944498,1.45371210788318e-09,1.17819540785753e-07
"Mndal",542.833942574316,4.57292196525112,0.757357434621161,6.03799706216465,1.5603890572949e-09,1.2580330415332e-07
"Arid5a",563.074135057302,1.89612952318447,0.315884484645539,6.00260416497555,1.9417760681548e-09,1.55736508716228e-07
"Lbp",133.134129620955,2.72706088250566,0.454530080288657,5.99973687280233,1.97637527543866e-09,1.57690170292642e-07
"Foxs1",50.5982756858241,2.26443630780949,0.377637699399441,5.99631951844488,2.01839701352433e-09,1.60212863975573e-07
"Gch1",1213.75768798113,2.47206506620185,0.412413764049579,5.99413812460601,2.04567448523045e-09,1.61545340502891e-07
"Gm266",14.7038652114572,4.24142655308408,0.709209282589814,5.98050061837275,2.22452881824316e-09,1.74773057510849e-07
"Btg1",1000.95048417938,1.05459721885885,0.176799968937339,5.96491744425935,2.44757758831989e-09,1.91321052195624e-07
"Col5a3",570.511694002656,1.84288019088345,0.309406836733136,5.95617152594767,2.58215322027104e-09,2.00821098176534e-07
"Gm10432",16.318735780895,3.74111160049218,0.629566055422384,5.94236548853038,2.80938163077076e-09,2.17395315237382e-07
"Ifnar2",1356.66533617995,1.23874894530689,0.208864524114151,5.93087289744751,3.01328409874348e-09,2.32007809182754e-07
"Stx6",1309.94978000996,1.0549033775633,0.178227592950276,5.9188555492505,3.24189534511156e-09,2.48367892633696e-07
