"","Gene_name","P4_5_1","P4_5_2","P4_5_3","P7_4_1","P7_4_2","P8_4_3","P8_4_4","P8_4_5"
"160","1700047I17Rik2",340.874423171428,228.974385347281,208.474056783058,296.671423161339,130.908833992213,-108.353978111585,115.717459190222,71.9223293820147
"161","1700047K16Rik",-3.7620807567625,-6.48724595487856,0.767271214394704,6.56475818323357,2.5435543644776,-6.5280934565366,36.1635924569649,-1.6681874779322
"162","1700048M11Rik",-1.74464568940872,-1.11739142106714,-2.36597382877262,-6.02788907685196,-2.32150933521473,3.46751784340786,30.5523507217291,3.40469946836066
"163","1700048O20Rik",-4.7962677340744,-11.2531742096033,11.1956376001092,-18.8764349758966,-2.3452321202596,10.3151605375052,-11.338556300732,-28.4234750183148
"164","1700049E17Rik2",2.41498560518989,0.494512567786011,2.07099596483755,2.83174626702575,-0.0839785722380739,4.9505235124002,26.8069767549296,-0.976869114912015
"165","1700049G17Rik",15.7495885244465,-30.4133749505516,43.604282785514,42.9074487574226,25.4189375867187,37.1598595103075,-59.1889235492101,10.6746399020637
"166","1700051A21Rik",-2.01743506735378,-1.2806495624796,0.713769022572725,0.30042188306069,-0.689857872833501,-3.06774689555447,5.38141787166298,5.23274345036284
"167","1700052N19Rik",-121.113035136019,-115.428597381232,-55.529437204308,-204.539162139898,-131.435954341026,-86.8810874463137,-84.9265821206516,-26.156656248852
"168","1700055D18Rik",23.3631808453031,23.4385158321953,37.3849317507199,21.0600773693701,16.7729404871509,6.65134286138354,21.0091482428502,8.32868468775419
"169","1700056E22Rik",6.82413921957062,-4.75171382407891,-4.27953867679029,3.23230877777334,6.09485159581209,3.9618530664053,36.1203553702357,-5.64124975578385
"170","1700056N10Rik",-1.15253281719272,7.26390666247493,4.29942304649499,3.63287128852092,2.27358935283447,-2.76971150527085,-6.50093853272473,-4.63295707891637
