gene,log2FC,pvalue,adjusted_pvalue
Anxa6,-1.257800767497,8.4098617860275e-10,5.36790421011739e-08
Wnt16,-2.73861735150562,8.763843290496701e-10,5.57164814908919e-08
Optc,-1.6582886050545,8.95228653692982e-10,5.66895583431433e-08
Chil1,4.43683728347347,9.630776823539351e-10,6.05802910171017e-08
Mthfd1l,-1.28051428954918,9.642328324924121e-10,6.05802910171017e-08
Foxp2,-2.14758838833704,9.89037781879212e-10,6.18959933729956e-08
Angptl7,2.65402697864391,9.99109813038581e-10,6.22830284618331e-08
Loxl4,-2.52137855759845,1.0504132467565401e-09,6.52274055282421e-08
Foxp4,-1.06214111443697,1.13925757080855e-09,7.04712183085857e-08
Gucy2g,2.72688266650665,1.1481268953541201e-09,7.07466961171857e-08
Tiam2,-1.43334194465307,1.1849391155241801e-09,7.27352857080951e-08
P4ha1,-0.891614900215689,1.2331360903714102e-09,7.54048599383221e-08
Tshz1,-0.946464271509546,1.33516215688077e-09,8.13332050014709e-08
Scarb2,0.878830399436312,1.3542395068082702e-09,8.21828452218762e-08
Cend1,-1.82662746708961,1.40893610504049e-09,8.51794918447307e-08
Ppara,-2.49135049160463,1.41548758784785e-09,8.52538595673326e-08
Ppap2c,-0.949349846046546,1.42636008436497e-09,8.55869472344986e-08
Ltbp1,-2.12555056976554,1.4569984311685602e-09,8.70991487528044e-08
Myl9,-2.08049231209731,1.5010638890613402e-09,8.93997939280732e-08
Gng10,-1.04714678478155,1.6304333922800602e-09,9.6745086584144e-08
Plac8,-2.88397557845774,1.64292660403427e-09,9.67695850118862e-08
Trf,2.19008918339614,1.63809919506973e-09,9.67695850118862e-08
G6pdx,0.961256190492085,1.7031240521009102e-09,9.99478038047937e-08
Saa3,3.14434305639146,1.8326452089118702e-09,1.07156236832033e-07
Matn2,-2.30942689170144,1.85629701382362e-09,1.07554094177917e-07
Negr1,-2.48553077769992,1.85958954417846e-09,1.07554094177917e-07
Zeb1,-0.856353909742672,1.8519218091302903e-09,1.07554094177917e-07
Rpl4,-0.522528785277998,1.94926223238219e-09,1.12335000809335e-07
Acta2,-2.4281115859131,2.0350815596042502e-09,1.16860364395769e-07
Fdps,-1.20500555090751,2.06482716814651e-09,1.18144985931698e-07
Rnf111,0.444317867226793,2.08386339648974e-09,1.18809877135808e-07
Akap12,-1.30472250216679,2.1698715047932e-09,1.23274863043588e-07
Fam115a,-0.701178250003789,2.29877235338291e-09,1.30136508387094e-07
Tle2,-1.59620965406724,2.44345389942736e-09,1.37840052544809e-07
Madd,1.27719188336983,2.4696614776014503e-09,1.38829636956677e-07
Nfe2l3,2.32118248880711,2.5673406617164304e-09,1.43314859725989e-07
Tmem255a,2.40178678373866,2.56216970589618e-09,1.43314859725989e-07
Robo1,-1.48068933655706,2.6772006474499304e-09,1.48928581849983e-07
15-Sep,-0.409219533693461,2.7354298605379703e-09,1.51641251888162e-07
Klhl13,-1.09820656454142,2.78496570763559e-09,1.53854950351827e-07
Lgi2,3.35703884394145,2.9694096379516e-09,1.63480796596641e-07
Abcb10,-0.654705223003815,3.2509938795669102e-09,1.78370455289526e-07
Ext1,-1.04928380645849,3.3429200834421804e-09,1.82788131934564e-07
Abca4,2.58763849484539,3.49800615798933e-09,1.9061753965016e-07
Plet1,4.80473073852399,3.7212646204628203e-09,2.02096205031983e-07
Ncs1,-0.655170915607476,4.0129531059615304e-09,2.17201086860168e-07
Aox3,2.74227433996587,4.1922614791702e-09,2.26142158780424e-07
Lhx6,-1.75281523160865,4.2327355011137e-09,2.27559246521284e-07
Myl12a,-0.726856599976552,4.34601428958975e-09,2.32867876031831e-07
Cnn2,-1.48625142423347,4.37347794159759e-09,2.33558300341117e-07
Cyb561a3,0.87813749289799,4.421505372528061e-09,2.35338663034126e-07
Gatsl3,-1.36462799317049,4.57056641278638e-09,2.41887663543721e-07
Tgfbr2,0.672790097567287,4.5747432778071e-09,2.41887663543721e-07
Kazn,1.12300192662692,4.62385724945458e-09,2.43680319057605e-07
Tnc,-2.13258332756109,4.75599005540326e-09,2.49822021893822e-07
Aldh6a1,0.987108416553865,4.86291072115523e-09,2.5460357079617e-07
Fam150a,-3.04262579929211,4.99650077398664e-09,2.60745729316091e-07
Mkrn1,0.900117251062687,5.058492793171141e-09,2.63123743634399e-07
Kdelc2,-0.968065444432417,5.13253902547804e-09,2.66111351867908e-07
Aph1b,-1.05696766770842,5.24621951313615e-09,2.70256214855158e-07
Fgd6,0.98691006135903,5.2313134004488e-09,2.70256214855158e-07
Pcolce,-2.47708326135664,5.3384367985244e-09,2.74125307529357e-07
Fam184b,-2.6954506576559,5.56188255257872e-09,2.8468664656506e-07
Fgf1,3.29706979403309,5.631033947087011e-09,2.8639617417867e-07
Sec23a,-0.41784358656082,5.6286125650597e-09,2.8639617417867e-07
Ccnd2,-0.569663108713738,5.674424899312321e-09,2.8768975098697e-07
Kdelr2,-0.527546914732526,6.394668861546141e-09,3.23182933220286e-07
Scarf2,-0.8584332622458,6.513357074455081e-09,3.28146206571839e-07
Ralgapa1,0.524125854752208,6.819582261185661e-09,3.42496951117415e-07
Srd5a1,-1.40595160073724,7.00532132656721e-09,3.50725790540417e-07
Ngfrap1,-1.24906714722007,7.165246685298e-09,3.57615006682739e-07
Enox2,0.566943964655838,7.27405144142597e-09,3.61145544468759e-07
Hsdl1,0.774970682930481,7.281069275538931e-09,3.61145544468759e-07
Shisa7,3.26255845799029,7.4087813407568706e-09,3.66345944013166e-07
Aspn,-5.59956294246296,7.466529791685141e-09,3.66936422676649e-07
Spry4,1.66700330645421,7.46230261659331e-09,3.66936422676649e-07
Cnih1,-0.483808300158168,7.537417864520411e-09,3.69287374946427e-07
Myrf,1.71830105384146,7.91611435780789e-09,3.86658744287928e-07
Cd1d1,1.11250840859064,7.9715933261857e-09,3.8818509628821e-07
Neu1,0.817147121888029,8.17084077625917e-09,3.966819396256e-07
Foxc1,-1.72312225058079,8.3429879739889e-09,4.03815741182103e-07
Slc2a10,-0.774290357314538,8.506049956652961e-09,4.10468151673304e-07
Ptms,-0.963770414306426,8.554457933839291e-09,4.11564476150268e-07
Gpr115,2.33921985430141,9.56979107950957e-09,4.59034799056356e-07
Frzb,-2.17563436659345,9.7819002358581e-09,4.6780842889159e-07
Slc25a4,-0.618744258717292,9.94471157824239e-09,4.72772178620241e-07
Timp1,1.18351069680431,9.92022975938437e-09,4.72772178620241e-07
D430019H16Rik,-2.42607448060922,1.00772002333495e-08,4.77653328220392e-07
Angpt2,-2.66515521694027,1.06642581785837e-08,5.03988437401446e-07
Btbd3,-1.15304342329628,1.11406683601081e-08,5.2307471384963e-07
