gene,log2FC,pvalue,adjusted_pvalue
Rab3il1,-2.06566398057244,3.46926471268241e-68,3.48795919610826e-66
Arid5a,2.74922741372374,3.68115361297942e-68,3.68191261372437e-66
Nrip1,1.05425133778899,4.10366449459874e-68,4.08346183862533e-66
Gm12185,2.90715732278683,5.6057184473567e-68,5.54966126288313e-66
Mlkl,1.23822970775811,8.171501838412341e-68,8.04872191231234e-66
Oas1b,3.56526788593485,1.1100939638097901e-67,1.0878920845336e-65
H2-Q6,4.30914276096643,1.9592807891763e-67,1.91044645392849e-65
Adora2a,4.25898172699051,7.804464054324331e-67,7.5718910255054604e-65
Fpr2,6.22298955900525,2.28014677588554e-66,2.20119243976533e-64
Ripk2,4.05641280823943,5.92020333668343e-66,5.68691215569333e-64
Coro2a,1.4354614439136,6.65551434274521e-66,6.36175370968611e-64
Icam1,5.36313619746041,1.12672466840255e-65,1.07171399341584e-63
Marcksl1,1.17447163214026,1.5868836151511601e-65,1.5020433984581998e-63
Gm16340,3.54725077205815,2.46125524479588e-65,2.31835906650579e-63
Rnf31,1.46682907496022,6.25845936123625e-65,5.86662538383711e-63
Csf3,6.81393711334416,1.58772568043962e-64,1.4811648607332001e-62
Isg15,5.72946773763148,2.0466621151607e-63,1.90016419533867e-61
Ccl8,3.1372023882917,3.34805179297367e-63,3.0935998567076703e-61
Cd84,-1.22689548108258,4.96267988312099e-63,4.5637839076815005e-61
Ifi203,5.13985395202521,2.61119807441262e-62,2.3899852564104901e-60
Irgm1,2.89848350713506,2.67419725844942e-62,2.4361560376973001e-60
Rnf19b,1.65052249568957,1.12396987597931e-61,1.0191360501636701e-59
Parp12,2.34853761813813,3.3302540227589605e-61,3.00559297942394e-59
Sp110,3.204829438097,1.40104413428251e-60,1.2586046472971201e-58
Vps54,0.926233161961975,1.4818374840613902e-60,1.32504951800587e-58
Pdxk,-0.997559278394023,2.54879717683707e-60,2.26866332198838e-58
Jade1,-1.68489115809129,9.0810561053941e-60,8.046064505436861e-58
Cd300a,-1.67874505979427,1.01062439163811e-59,8.91370713424814e-58
Tgtp2,8.64293258850821,6.47606810937536e-59,5.686046406982779e-57
Igsf6,2.21844366964875,8.37820724791572e-59,7.32300601074579e-57
Socs3,4.0453185249495,8.59012617110059e-59,7.47456539121237e-57
Bin2,-2.24963459221321,9.07399079712417e-59,7.86034452800881e-57
Ptprc,1.19969890104501,1.4726069127175302e-58,1.2699762015275998e-56
Tma16,1.20897028631895,2.29355681167942e-58,1.96921134397466e-56
Trim21,3.11042834534543,1.37378925617986e-57,1.17431747695656e-55
Tlr13,-1.39060337415856,2.10000433398726e-57,1.78721421476705e-55
Cnr2,-4.40699866454693,4.84750519047727e-57,4.1074668434943596e-55
Gm4841,4.59494252065773,7.81814664545342e-57,6.59579641340774e-55
Irf2,1.33974133356752,1.4662299085128799e-56,1.2316331231508201e-54
Gm26809,1.94403505934576,1.63842934420474e-56,1.37034840495469e-54
Dhx58,3.25410676856638,2.19464509171047e-56,1.82767782659012e-54
Hcls1,0.997306678496534,2.36877613327082e-56,1.96426205512765e-54
Gch1,2.88792867504499,8.92021002408362e-56,7.36543639605611e-54
Gm5431,3.85737226168823,2.7918088118443196e-55,2.29543466885709e-53
Tgtp1,6.66726263997715,3.0737028172251898e-55,2.51654554706488e-53
